"name.cmpd" "paper.name" "synth.name" "IC50" "IC50.low" "IC50.up" "SMILES"
"mPP-0178" NA "AKI-A141" NA NA NA "CC(C)(O)C1=CC2=C(C)C(NCCO)=C3C2=C(C=C(C3=O)C(F)(F)F)C=C1"
"AKI-179" NA "AKI-179" NA NA NA NA
"mPP-0183" NA "AKI-A63" NA NA NA "CC(C)C1=CC2=C3C(NCCOC3=O)=C4C2=C(C=C(C(F)(F)F)C4=O)C=C1"
"mPP-0184" NA "AKI-A111" NA NA NA "CC(C)C1=CC2=C(/C=C/C(OC)=O)C(N)=C3C2=C(C=C(C(F)(F)F)C3=O)C=C1"
"mPP-0155" "9n" "NJ1-28" NA NA NA "O=C(OCC)C1=NOC(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)=C1"
"mPP-0156" "10n" "NJ1-38" NA NA NA "OC(C1=NOC(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)=C1)=O"
"mPP-0157" "9l" "NJ1-30" NA NA NA "O=C(OCC)C1=NOC(C2=CC(C)=CC(C)=C2)=C1"
"mPP-0026" "10l" "NJ1-35" NA NA NA "CC1=CC(C)=CC(C2=CC(C(O)=O)=NO2)=C1"
"mPP-0158" NA "NJ1-36-37" NA NA NA "O=C(OCC)C1=CC(C2=CC(C)=CC(C)=C2)=NO1"
"mPP-0031" "10m" "NJ1-33" NA NA NA "CC(C)(C)C1=CC(C(C)(C)C)=CC(C2=CC(C(O)=O)=NO2)=C1"
"mPP-0166" NA "IM - M2" NA NA NA "CC(C1=CC(OCC2=CC=CC(CN3C=NC=C3)=N2)=CC(OCC4=CC=CC(CN5C=NC=C5)=N4)=C1)=O"
"mPP-0165" NA "IM - M1" NA NA NA "ClCC1=NC(COC2=CC(C(C)=O)=CC(OCC3=CC=CC(CCl)=N3)=C2)=CC=C1"
"mPP-0167" NA "IM-M4" NA NA NA "CC(C1=CC(OCC2=CC=CC(CN3C=NC4=C3C=CC=C4)=N2)=CC(OCC5=CC=CC(CN6C=NC7=C6C=CC=C7)=N5)=C1)=O"
"mPP-0169" NA "IM-M7" NA NA NA "O=C(N)C[N+]1=CN(C2=C1C=CC=C2)CC3=CC=CC(CN4[C-]=[N+](CC(N)=O)C5=C4C=CC=C5)=N3.[I-].[I-]"
"mPP-0170" NA "IM-M54" NA NA NA "O=C(C1=CC=C(Cl)C=C1)C[N+](C2=C3C=CC=C2)=[C-]N3CC4=NC(CN5C6=C(C=CC=C6)[N+](CC(C7=CC=C(Cl)C=C7)=O)=C5)=CC=C4.[Br-].[Br-]"
"mPP-0171" NA "IMT49" NA NA NA "C1(CN2C3=C(C=CC=C3)N=C2)=CC=CC(CN4C=NC5=C4C=CC=C5)=N1"
"mPP-0172" NA "IMT-30" NA NA NA "C1(CN2C=CN=C2)=CC=CC(CN3C=NC=C3)=N1"
"mPP-0173" NA "IMT32" NA NA NA "O=C(N)C[N+]1=CN(C=[C+]1)CC2=CC=CC(CN3C=[N+](CC(N)=O)C=C3)=N2.[I-].[I-]"
"IM A07ICA" NA "IM A07ICA" NA NA NA NA
"mPP-0205" NA "Amb929" NA NA NA "FC(F)(F)C1=CC=C(C2=NC(C(O)=O)=CS2)C=C1"
"mPP-0210" NA "Amb194" NA NA NA "CC(C)(C)C1=CC(C(NCCN2CCOCC2)=O)=CC(C(C)(C)C)=C1"
"mPP-0211" NA "Amb753" NA NA NA "CC(C)(C)C1=CC(CN)=CC(C(C)(C)C)=C1"
"mPP-0212" NA "Amb139" NA NA NA "CC(C)(C)C1=CC(CO)=CC(C(C)(C)C)=C1"
"mPP-0213" NA "Amb841" NA NA NA "CC(C)(C)C1=CC(C(N)=O)=CC(C(C)(C)C)=C1"
"mPP-0214" NA "Amb497" NA NA NA "CC(C)(C)C1=CC(CC(O)=O)=CC(C(C)(C)C)=C1"
"mPP-0216" NA "Amb586" NA NA NA "CC(C)(C)C1=CC(C(O)CC(NN)=O)=CC(C(C)(C)C)=C1"
"mPP-0218" NA "Amb954" NA NA NA "CC(C)(C)C1=CC(C(NC2=CC=CC=C2C(O)=O)=O)=CC(C(C)(C)C)=C1"
"mPP-0220" NA "Amb509" NA NA NA "CC(C)(C)C1=CC(CCC(O)=O)=CC(C(C)(C)C)=C1"
"mPP-0222" NA "Amb684" NA NA NA "CC(C)(C)C1=CC(C(NCC(O)=O)=O)=CC(C(C)(C)C)=C1"
"mPP-0029" "10d" "DAP-19" NA NA NA "O=C(O)C1=NOC(C2=CC=C(C(O)=O)C=C2)=C1"
"mPP-0024" "10e" "DAP-21" NA NA NA "O=C(O)C1=NOC(C2=C(OC)C=CC=C2)=C1"
"mPP-0023" "10b" "DAP-23" NA NA NA "O=C(O)C1=NOC(C2=C(C(O)=O)C=CC=C2)=C1"
"AKI-B31" NA "AKI-B31" NA NA NA NA
"mPP-0225" NA "AKI-B93" NA NA NA "CC(C)C1=CC2=C(C)C(NCCN3C(SCC3=O)=O)=C4C2=C(C=C(C(F)(F)F)C4=O)C=C1"
"mPP-0227" NA "AKI-B129" NA NA NA "C12=CC=CC=CC1=CC(C3=CC=CC=C3)=N2"
"mPP-0233" NA "AKI-B169" NA NA NA "O=C1NCCN2C(C3=CC=CC=C3)=NC4=CN=CC1=C42"
